Ticker,date,month,open,high,low,close,volume
ULTRACEMCO,2023-10-30 05:30:00,2023-10,8242.0,8416.3,8197.45,8401.6,244073
POWERGRID,2023-10-30 05:30:00,2023-10,200.95,202.2,197.65,200.85,7679981
INFY,2023-10-30 05:30:00,2023-10,1380.35,1380.35,1363.1,1377.05,2667696
TRENT,2023-10-30 05:30:00,2023-10,2143.2,2143.2,2072.0,2119.75,483782
BHARTIARTL,2023-10-30 05:30:00,2023-10,914.8,931.95,910.35,926.25,3686773
TATAMOTORS,2023-10-30 05:30:00,2023-10,643.8,643.8,621.85,628.5,12786883
WIPRO,2023-10-30 05:30:00,2023-10,384.0,384.35,380.4,382.0,2344372
TECHM,2023-10-30 05:30:00,2023-10,1120.55,1138.9,1115.5,1126.9,2255915
NTPC,2023-10-30 05:30:00,2023-10,237.45,238.4,230.65,234.6,8812268
HINDUNILVR,2023-10-30 05:30:00,2023-10,2471.0,2492.0,2462.4,2478.9,875135
APOLLOHOSP,2023-10-30 05:30:00,2023-10,4840.0,4868.4,4783.05,4841.75,234759
M&M,2023-10-30 05:30:00,2023-10,1502.1,1515.45,1463.2,1497.8,2637486
GRASIM,2023-10-30 05:30:00,2023-10,1848.65,1874.85,1820.81,1871.36,510462
ICICIBANK,2023-10-30 05:30:00,2023-10,909.1,926.3,908.2,924.9,7687791
ADANIENT,2023-10-30 05:30:00,2023-10,2260.05,2305.0,2250.0,2299.1,996448
ADANIPORTS,2023-10-30 05:30:00,2023-10,785.9,794.4,779.8,785.0,3522068
BEL,2023-10-30 05:30:00,2023-10,133.5,133.95,130.8,131.95,9052085
BAJAJFINSV,2023-10-30 05:30:00,2023-10,1568.9,1571.1,1528.0,1561.1,850025
EICHERMOT,2023-10-30 05:30:00,2023-10,3403.0,3426.0,3336.2,3357.65,257392
COALINDIA,2023-10-30 05:30:00,2023-10,315.0,315.8,311.95,314.55,6229982
MARUTI,2023-10-30 05:30:00,2023-10,10700.0,10700.0,10245.0,10397.7,991168
INDUSINDBK,2023-10-30 05:30:00,2023-10,1440.0,1460.9,1428.0,1454.65,2255111
ASIANPAINT,2023-10-30 05:30:00,2023-10,2974.0,2991.95,2939.1,2967.1,878885
TATASTEEL,2023-10-30 05:30:00,2023-10,121.05,121.25,118.95,119.15,18753217
HDFCLIFE,2023-10-30 05:30:00,2023-10,609.8,618.0,600.75,607.6,1882245
DRREDDY,2023-10-30 05:30:00,2023-10,1078.79,1078.79,1041.11,1069.07,2691600
SUNPHARMA,2023-10-30 05:30:00,2023-10,1115.7,1119.95,1103.85,1115.2,1078813
KOTAKBANK,2023-10-30 05:30:00,2023-10,1702.0,1720.9,1688.4,1717.5,1511563
SHRIRAMFIN,2023-10-30 05:30:00,2023-10,1935.0,1935.2,1865.25,1892.2,2037598
NESTLEIND,2023-10-30 05:30:00,2023-10,2410.0,2425.0,2386.51,2417.17,726140
ONGC,2023-10-30 05:30:00,2023-10,185.0,189.2,184.6,188.8,7352638
CIPLA,2023-10-30 05:30:00,2023-10,1186.0,1212.4,1177.5,1193.45,2853500
BPCL,2023-10-30 05:30:00,2023-10,169.0,174.45,168.55,173.45,21873188
BRITANNIA,2023-10-30 05:30:00,2023-10,4500.0,4508.7,4441.0,4461.6,450526
SBILIFE,2023-10-30 05:30:00,2023-10,1305.2,1330.7,1305.0,1326.2,1242401
HINDALCO,2023-10-30 05:30:00,2023-10,458.75,461.75,454.0,456.65,7523779
HEROMOTOCO,2023-10-30 05:30:00,2023-10,3112.25,3128.55,3055.0,3110.35,265215
AXISBANK,2023-10-30 05:30:00,2023-10,1002.75,1002.75,979.2,989.2,5270567
HDFCBANK,2023-10-30 05:30:00,2023-10,1463.25,1489.95,1461.9,1485.1,11655491
BAJAJ-AUTO,2023-10-30 05:30:00,2023-10,5388.0,5397.75,5275.0,5308.9,360967
SBIN,2023-10-31 05:30:00,2023-10,567.0,569.5,563.15,565.55,13039696
BAJFINANCE,2023-10-31 05:30:00,2023-10,7569.8,7579.7,7460.5,7492.65,749410
TITAN,2023-10-31 05:30:00,2023-10,3119.6,3205.8,3087.85,3189.65,1235478
ITC,2023-10-31 05:30:00,2023-10,430.0,433.35,427.9,428.4,8620154
TCS,2023-10-31 05:30:00,2023-10,3399.0,3399.0,3350.05,3368.75,999811
LT,2023-10-31 05:30:00,2023-10,2929.95,2951.55,2907.95,2929.05,1556467
TATACONSUM,2023-10-31 05:30:00,2023-10,888.46,892.31,881.05,889.44,1069220
RELIANCE,2023-10-31 05:30:00,2023-10,1164.0,1164.0,1141.45,1143.95,12808438
HCLTECH,2023-10-31 05:30:00,2023-10,1272.0,1279.85,1256.7,1276.0,2525870
JSWSTEEL,2023-10-31 05:30:00,2023-10,737.0,738.55,727.0,736.35,1363728
ULTRACEMCO,2023-10-31 05:30:00,2023-10,8404.7,8452.1,8351.1,8422.25,218908
POWERGRID,2023-10-31 05:30:00,2023-10,201.5,202.95,200.55,202.15,7474770
INFY,2023-10-31 05:30:00,2023-10,1379.95,1381.15,1363.0,1368.4,3451595
TRENT,2023-10-31 05:30:00,2023-10,2140.9,2165.0,2119.1,2154.7,749792
BHARTIARTL,2023-10-31 05:30:00,2023-10,920.3,923.55,912.4,914.4,5697563
TATAMOTORS,2023-10-31 05:30:00,2023-10,642.0,642.0,627.3,628.65,11395766
WIPRO,2023-10-31 05:30:00,2023-10,383.2,384.1,379.15,381.8,3076768
TECHM,2023-10-31 05:30:00,2023-10,1126.9,1137.15,1115.55,1133.15,1194765
NTPC,2023-10-31 05:30:00,2023-10,234.5,237.2,233.55,235.8,6583581
HINDUNILVR,2023-10-31 05:30:00,2023-10,2470.2,2492.0,2467.8,2484.0,920414
APOLLOHOSP,2023-10-31 05:30:00,2023-10,4832.0,4899.65,4805.2,4819.9,276660
M&M,2023-10-31 05:30:00,2023-10,1494.2,1497.3,1455.55,1458.6,2555737
GRASIM,2023-10-31 05:30:00,2023-10,1872.65,1884.46,1857.61,1879.23,288874
ICICIBANK,2023-10-31 05:30:00,2023-10,929.3,931.0,914.1,915.35,17211107
ADANIENT,2023-10-31 05:30:00,2023-10,2320.0,2320.0,2276.0,2294.65,1155280
ADANIPORTS,2023-10-31 05:30:00,2023-10,789.8,791.1,782.5,784.75,2825760
BEL,2023-10-31 05:30:00,2023-10,132.5,133.65,130.75,133.25,8098744
BAJAJFINSV,2023-10-31 05:30:00,2023-10,1552.4,1581.45,1552.4,1569.55,1592788
EICHERMOT,2023-10-31 05:30:00,2023-10,3366.55,3367.0,3287.2,3295.55,409346
COALINDIA,2023-10-31 05:30:00,2023-10,316.75,316.8,310.75,314.25,7446586
MARUTI,2023-10-31 05:30:00,2023-10,10490.0,10490.0,10321.0,10392.3,439996
INDUSINDBK,2023-10-31 05:30:00,2023-10,1456.0,1460.0,1436.55,1441.3,1454345
ASIANPAINT,2023-10-31 05:30:00,2023-10,2969.0,3012.75,2966.0,2995.7,1152306
TATASTEEL,2023-10-31 05:30:00,2023-10,120.0,120.15,118.4,118.75,22319950
HDFCLIFE,2023-10-31 05:30:00,2023-10,607.1,621.0,604.45,618.35,2661284
DRREDDY,2023-10-31 05:30:00,2023-10,1074.8,1088.19,1070.62,1073.51,1884070
SUNPHARMA,2023-10-31 05:30:00,2023-10,1119.45,1119.6,1068.35,1088.6,6475786
KOTAKBANK,2023-10-31 05:30:00,2023-10,1727.7,1747.0,1716.85,1739.4,4839336
SHRIRAMFIN,2023-10-31 05:30:00,2023-10,1902.0,1906.95,1870.7,1879.85,1691067
NESTLEIND,2023-10-31 05:30:00,2023-10,2430.0,2433.0,2412.21,2423.48,516390
ONGC,2023-10-31 05:30:00,2023-10,189.2,189.8,184.2,186.15,9404675
CIPLA,2023-10-31 05:30:00,2023-10,1199.95,1206.1,1191.1,1200.0,1720955
BPCL,2023-10-31 05:30:00,2023-10,174.18,176.98,172.33,174.63,10673186
BRITANNIA,2023-10-31 05:30:00,2023-10,4460.1,4479.75,4401.9,4426.5,504625
SBILIFE,2023-10-31 05:30:00,2023-10,1325.0,1375.4,1319.5,1367.85,2287988
HINDALCO,2023-10-31 05:30:00,2023-10,465.0,465.0,453.25,459.5,5236060
HEROMOTOCO,2023-10-31 05:30:00,2023-10,3115.05,3139.6,3080.15,3088.35,207132
AXISBANK,2023-10-31 05:30:00,2023-10,998.0,998.0,978.0,981.85,7816805
HDFCBANK,2023-10-31 05:30:00,2023-10,1504.0,1504.0,1474.0,1476.5,16317412
BAJAJ-AUTO,2023-10-31 05:30:00,2023-10,5340.0,5366.15,5292.6,5314.05,400987
SBIN,2023-11-01 05:30:00,2023-11,566.25,569.65,563.85,566.4,13575575
BAJFINANCE,2023-11-01 05:30:00,2023-11,7520.0,7549.0,7457.65,7471.9,462778
TITAN,2023-11-01 05:30:00,2023-11,3193.85,3212.9,3168.35,3173.4,756820
ITC,2023-11-01 05:30:00,2023-11,430.0,431.1,425.5,428.1,7990245
TCS,2023-11-01 05:30:00,2023-11,3355.0,3371.6,3311.0,3330.65,1563475
LT,2023-11-01 05:30:00,2023-11,2947.45,2983.15,2871.05,2895.3,3875595
TATACONSUM,2023-11-01 05:30:00,2023-11,894.88,908.71,884.7,892.06,2645858
RELIANCE,2023-11-01 05:30:00,2023-11,1144.58,1158.75,1137.6,1148.7,10309190
HCLTECH,2023-11-01 05:30:00,2023-11,1280.0,1285.95,1255.3,1258.95,1572719
JSWSTEEL,2023-11-01 05:30:00,2023-11,736.9,737.3,723.0,724.45,1845107
ULTRACEMCO,2023-11-01 05:30:00,2023-11,8440.0,8445.0,8370.1,8381.45,209234
POWERGRID,2023-11-01 05:30:00,2023-11,202.35,202.35,200.5,200.95,5598615
INFY,2023-11-01 05:30:00,2023-11,1373.05,1377.45,1351.65,1354.15,3090672
TRENT,2023-11-01 05:30:00,2023-11,2163.7,2209.3,2148.95,2197.65,1081257
BHARTIARTL,2023-11-01 05:30:00,2023-11,903.0,914.55,895.45,913.45,4821458
TATAMOTORS,2023-11-01 05:30:00,2023-11,630.0,633.8,626.3,627.7,8785264
WIPRO,2023-11-01 05:30:00,2023-11,383.85,385.55,380.15,380.95,2120976
TECHM,2023-11-01 05:30:00,2023-11,1130.95,1138.0,1119.95,1125.1,1288497
NTPC,2023-11-01 05:30:00,2023-11,236.7,236.7,232.1,232.6,6718059
HINDUNILVR,2023-11-01 05:30:00,2023-11,2485.0,2493.95,2466.8,2472.25,1267131
APOLLOHOSP,2023-11-01 05:30:00,2023-11,4835.0,4856.0,4790.0,4796.55,281746
M&M,2023-11-01 05:30:00,2023-11,1464.9,1485.0,1450.0,1454.6,2627536
GRASIM,2023-11-01 05:30:00,2023-11,1886.5,1889.49,1854.03,1861.15,346246
ICICIBANK,2023-11-01 05:30:00,2023-11,913.8,917.6,909.3,914.05,12927203
ADANIENT,2023-11-01 05:30:00,2023-11,2299.0,2312.25,2207.0,2217.3,1666579
ADANIPORTS,2023-11-01 05:30:00,2023-11,784.75,790.5,767.2,769.1,2693768
BEL,2023-11-01 05:30:00,2023-11,133.75,134.55,132.05,132.4,10431945
BAJAJFINSV,2023-11-01 05:30:00,2023-11,1574.9,1580.0,1565.0,1572.85,770557
EICHERMOT,2023-11-01 05:30:00,2023-11,3309.8,3315.1,3275.0,3282.25,325630
COALINDIA,2023-11-01 05:30:00,2023-11,313.2,315.8,305.85,306.65,9593653
MARUTI,2023-11-01 05:30:00,2023-11,10390.1,10422.2,10188.7,10227.8,699116
INDUSINDBK,2023-11-01 05:30:00,2023-11,1443.9,1445.6,1427.15,1432.6,2658439
ASIANPAINT,2023-11-01 05:30:00,2023-11,2997.95,3008.9,2930.0,2934.55,1029990
TATASTEEL,2023-11-01 05:30:00,2023-11,119.0,119.1,116.0,116.6,24717941
HDFCLIFE,2023-11-01 05:30:00,2023-11,621.8,623.95,616.9,620.05,1947740
DRREDDY,2023-11-01 05:30:00,2023-11,1077.0,1084.08,1062.9,1069.29,1376665
SUNPHARMA,2023-11-01 05:30:00,2023-11,1092.0,1132.55,1082.6,1116.2,3973264
KOTAKBANK,2023-11-01 05:30:00,2023-11,1731.0,1735.95,1717.85,1724.4,2528105
SHRIRAMFIN,2023-11-01 05:30:00,2023-11,1884.0,1907.0,1876.15,1902.25,758859
NESTLEIND,2023-11-01 05:30:00,2023-11,2420.0,2420.01,2378.0,2387.27,636900
ONGC,2023-11-01 05:30:00,2023-11,186.15,188.8,185.05,186.7,9167869
CIPLA,2023-11-01 05:30:00,2023-11,1200.0,1208.7,1186.55,1201.25,1051902
BPCL,2023-11-01 05:30:00,2023-11,175.28,179.38,175.28,178.45,13929780
BRITANNIA,2023-11-01 05:30:00,2023-11,4442.6,4456.0,4347.7,4397.3,395359
SBILIFE,2023-11-01 05:30:00,2023-11,1371.05,1377.95,1332.4,1336.05,968893
HINDALCO,2023-11-01 05:30:00,2023-11,458.5,466.0,456.0,462.7,4931538
HEROMOTOCO,2023-11-01 05:30:00,2023-11,3095.95,3144.65,3075.55,3092.45,473455
AXISBANK,2023-11-01 05:30:00,2023-11,977.85,979.3,968.0,971.8,5703984
HDFCBANK,2023-11-01 05:30:00,2023-11,1462.25,1477.45,1462.25,1474.5,16938733
BAJAJ-AUTO,2023-11-01 05:30:00,2023-11,5305.0,5449.5,5305.0,5344.35,619765
SBIN,2023-11-02 05:30:00,2023-11,571.1,575.45,567.6,572.1,11148516
BAJFINANCE,2023-11-02 05:30:00,2023-11,7530.0,7615.0,7411.2,7449.1,855030
TITAN,2023-11-02 05:30:00,2023-11,3200.0,3228.5,3180.0,3201.5,774180
ITC,2023-11-02 05:30:00,2023-11,430.05,432.7,428.65,431.15,8152031
TCS,2023-11-02 05:30:00,2023-11,3343.2,3375.95,3343.2,3360.1,1245384
LT,2023-11-02 05:30:00,2023-11,2935.0,2937.85,2903.2,2918.1,1451606
TATACONSUM,2023-11-02 05:30:00,2023-11,898.98,906.43,892.46,900.06,1069223
RELIANCE,2023-11-02 05:30:00,2023-11,1156.97,1162.15,1153.97,1160.1,10562104
HCLTECH,2023-11-02 05:30:00,2023-11,1266.0,1275.0,1265.0,1273.4,1368604
JSWSTEEL,2023-11-02 05:30:00,2023-11,728.0,734.4,725.0,733.35,1095177
ULTRACEMCO,2023-11-02 05:30:00,2023-11,8385.5,8473.2,8374.95,8459.0,200590
POWERGRID,2023-11-02 05:30:00,2023-11,201.75,203.65,200.9,203.1,12924797
INFY,2023-11-02 05:30:00,2023-11,1370.0,1376.3,1361.65,1370.15,3758060
TRENT,2023-11-02 05:30:00,2023-11,2210.0,2210.0,2175.0,2189.85,474395
BHARTIARTL,2023-11-02 05:30:00,2023-11,920.0,925.95,916.4,923.85,6611573
TATAMOTORS,2023-11-02 05:30:00,2023-11,632.0,638.2,630.1,636.45,9934305
WIPRO,2023-11-02 05:30:00,2023-11,383.8,385.15,382.1,383.65,2371365
TECHM,2023-11-02 05:30:00,2023-11,1125.0,1130.0,1113.8,1115.5,2493118
NTPC,2023-11-02 05:30:00,2023-11,234.2,235.7,233.75,235.25,6057787
HINDUNILVR,2023-11-02 05:30:00,2023-11,2475.0,2496.0,2463.3,2486.8,1595123
APOLLOHOSP,2023-11-02 05:30:00,2023-11,4837.8,4895.0,4810.2,4887.0,214035
M&M,2023-11-02 05:30:00,2023-11,1465.0,1477.5,1452.5,1469.7,2091122
GRASIM,2023-11-02 05:30:00,2023-11,1871.21,1893.42,1871.21,1890.23,319487
ICICIBANK,2023-11-02 05:30:00,2023-11,920.05,924.8,912.8,919.95,9747311
ADANIENT,2023-11-02 05:30:00,2023-11,2247.0,2297.95,2204.2,2215.3,2340997
ADANIPORTS,2023-11-02 05:30:00,2023-11,776.9,783.5,772.05,774.3,1741799
BEL,2023-11-02 05:30:00,2023-11,133.7,135.0,133.3,134.75,4885035
BAJAJFINSV,2023-11-02 05:30:00,2023-11,1587.7,1592.6,1566.1,1575.6,1020303
EICHERMOT,2023-11-02 05:30:00,2023-11,3285.0,3345.0,3284.2,3338.3,493381
COALINDIA,2023-11-02 05:30:00,2023-11,308.95,312.8,307.3,308.85,7071960
MARUTI,2023-11-02 05:30:00,2023-11,10290.3,10345.0,10201.0,10303.6,569194
INDUSINDBK,2023-11-02 05:30:00,2023-11,1447.0,1479.95,1439.1,1461.2,4524652
ASIANPAINT,2023-11-02 05:30:00,2023-11,2961.05,2962.0,2934.0,2955.4,900125
TATASTEEL,2023-11-02 05:30:00,2023-11,114.6,118.55,114.6,118.1,72538804
HDFCLIFE,2023-11-02 05:30:00,2023-11,622.0,626.8,618.0,619.3,1651263
DRREDDY,2023-11-02 05:30:00,2023-11,1076.0,1083.0,1064.68,1067.7,2365835
SUNPHARMA,2023-11-02 05:30:00,2023-11,1127.85,1137.55,1110.6,1132.85,3454692
KOTAKBANK,2023-11-02 05:30:00,2023-11,1735.0,1758.65,1732.1,1737.7,2550558
SHRIRAMFIN,2023-11-02 05:30:00,2023-11,1913.5,1965.0,1902.8,1954.85,857752
NESTLEIND,2023-11-02 05:30:00,2023-11,2399.02,2414.98,2377.31,2411.18,1070680
ONGC,2023-11-02 05:30:00,2023-11,187.0,187.65,185.75,186.2,11471209
CIPLA,2023-11-02 05:30:00,2023-11,1205.5,1211.85,1194.65,1208.5,1556467
BPCL,2023-11-02 05:30:00,2023-11,180.48,181.0,178.63,180.28,10130432
BRITANNIA,2023-11-02 05:30:00,2023-11,4512.1,4568.8,4454.25,4527.25,822845
SBILIFE,2023-11-02 05:30:00,2023-11,1342.0,1357.75,1340.15,1343.5,637519
HINDALCO,2023-11-02 05:30:00,2023-11,463.25,475.8,463.25,474.2,3933951
HEROMOTOCO,2023-11-02 05:30:00,2023-11,3139.0,3149.95,3041.5,3052.1,1268028
AXISBANK,2023-11-02 05:30:00,2023-11,978.0,988.35,974.0,982.95,5193982
HDFCBANK,2023-11-02 05:30:00,2023-11,1485.0,1490.5,1467.15,1476.75,22612577
BAJAJ-AUTO,2023-11-02 05:30:00,2023-11,5383.9,5392.85,5285.0,5318.4,304362
SBIN,2023-11-03 05:30:00,2023-11,576.0,579.5,573.45,578.15,11371371
BAJFINANCE,2023-11-03 05:30:00,2023-11,7528.0,7537.95,7372.45,7411.5,1138755
TITAN,2023-11-03 05:30:00,2023-11,3205.15,3288.0,3205.05,3274.5,1355614
ITC,2023-11-03 05:30:00,2023-11,432.8,434.4,431.1,433.25,13802600
TCS,2023-11-03 05:30:00,2023-11,3382.0,3387.9,3344.3,3350.9,1402598
LT,2023-11-03 05:30:00,2023-11,2934.0,2948.05,2905.0,2911.25,1136175
TATACONSUM,2023-11-03 05:30:00,2023-11,900.8,908.01,900.06,902.48,890838
RELIANCE,2023-11-03 05:30:00,2023-11,1163.6,1167.47,1157.88,1159.85,8850156
HCLTECH,2023-11-03 05:30:00,2023-11,1282.6,1287.3,1263.0,1266.25,2052536
JSWSTEEL,2023-11-03 05:30:00,2023-11,735.95,748.0,735.0,746.05,2526039
ULTRACEMCO,2023-11-03 05:30:00,2023-11,8475.0,8530.0,8436.0,8522.6,243686
POWERGRID,2023-11-03 05:30:00,2023-11,203.4,206.5,203.1,204.4,8684015
INFY,2023-11-03 05:30:00,2023-11,1380.05,1392.0,1377.75,1389.05,3349045
TRENT,2023-11-03 05:30:00,2023-11,2195.0,2198.95,2180.0,2196.5,230437
BHARTIARTL,2023-11-03 05:30:00,2023-11,925.0,933.7,922.2,930.75,3895154
TATAMOTORS,2023-11-03 05:30:00,2023-11,662.0,666.0,646.2,647.5,23087856
WIPRO,2023-11-03 05:30:00,2023-11,386.0,386.7,382.65,383.55,2645764
TECHM,2023-11-03 05:30:00,2023-11,1124.0,1136.0,1116.0,1133.1,1108121
NTPC,2023-11-03 05:30:00,2023-11,233.3,235.25,233.3,234.35,6825146
HINDUNILVR,2023-11-03 05:30:00,2023-11,2497.0,2512.5,2485.8,2509.25,1125583
APOLLOHOSP,2023-11-03 05:30:00,2023-11,4950.75,5165.5,4937.05,5153.2,1262458
M&M,2023-11-03 05:30:00,2023-11,1480.0,1488.1,1460.45,1469.0,2456723
GRASIM,2023-11-03 05:30:00,2023-11,1895.96,1907.42,1882.86,1888.69,232702
ICICIBANK,2023-11-03 05:30:00,2023-11,928.55,934.5,926.8,933.8,7146961
ADANIENT,2023-11-03 05:30:00,2023-11,2215.3,2279.0,2215.0,2229.85,1853300
ADANIPORTS,2023-11-03 05:30:00,2023-11,780.0,798.8,777.3,795.4,4310765
BEL,2023-11-03 05:30:00,2023-11,135.15,137.0,134.75,135.95,9154983
BAJAJFINSV,2023-11-03 05:30:00,2023-11,1584.25,1593.65,1527.9,1536.15,2519096
EICHERMOT,2023-11-03 05:30:00,2023-11,3360.0,3458.15,3353.0,3428.0,568463
COALINDIA,2023-11-03 05:30:00,2023-11,310.6,314.7,310.3,312.0,4658440
MARUTI,2023-11-03 05:30:00,2023-11,10318.0,10370.0,10241.0,10276.3,517582
INDUSINDBK,2023-11-03 05:30:00,2023-11,1471.0,1475.0,1448.0,1450.25,3052041
ASIANPAINT,2023-11-03 05:30:00,2023-11,2957.0,2982.9,2942.0,2977.85,715997
TATASTEEL,2023-11-03 05:30:00,2023-11,118.2,118.6,117.1,117.3,31747230
HDFCLIFE,2023-11-03 05:30:00,2023-11,622.0,625.0,619.6,622.1,1450553
DRREDDY,2023-11-03 05:30:00,2023-11,1075.4,1075.4,1049.42,1052.61,2921805
SUNPHARMA,2023-11-03 05:30:00,2023-11,1138.5,1145.7,1131.5,1141.1,1741756
KOTAKBANK,2023-11-03 05:30:00,2023-11,1740.0,1744.25,1730.1,1733.25,1558958
SHRIRAMFIN,2023-11-03 05:30:00,2023-11,1962.5,2027.95,1952.05,2013.55,1864454
NESTLEIND,2023-11-03 05:30:00,2023-11,2414.29,2420.0,2397.69,2399.91,477140
ONGC,2023-11-03 05:30:00,2023-11,186.65,190.65,185.8,190.0,7464912
CIPLA,2023-11-03 05:30:00,2023-11,1215.0,1219.75,1204.0,1206.35,772013
BPCL,2023-11-03 05:30:00,2023-11,180.58,181.85,180.1,180.75,5627900
BRITANNIA,2023-11-03 05:30:00,2023-11,4528.0,4582.4,4524.15,4539.55,335012
SBILIFE,2023-11-03 05:30:00,2023-11,1344.8,1349.95,1326.1,1329.35,690163
HINDALCO,2023-11-03 05:30:00,2023-11,478.95,481.45,474.25,475.2,3274345
HEROMOTOCO,2023-11-03 05:30:00,2023-11,3085.0,3110.2,3072.05,3089.4,411691
AXISBANK,2023-11-03 05:30:00,2023-11,986.0,991.4,981.5,988.85,4268048
HDFCBANK,2023-11-03 05:30:00,2023-11,1488.0,1491.4,1481.65,1483.75,9047670
BAJAJ-AUTO,2023-11-03 05:30:00,2023-11,5357.0,5377.05,5316.6,5368.95,448715
SBIN,2023-11-06 05:30:00,2023-11,582.0,582.5,573.25,574.35,16499138
BAJFINANCE,2023-11-06 05:30:00,2023-11,7456.0,7571.95,7442.6,7562.05,634043
TITAN,2023-11-06 05:30:00,2023-11,3310.0,3310.0,3245.3,3267.05,1137606
ITC,2023-11-06 05:30:00,2023-11,433.5,436.8,432.55,435.35,7308229
TCS,2023-11-06 05:30:00,2023-11,3375.0,3392.3,3359.0,3380.25,1099852
LT,2023-11-06 05:30:00,2023-11,2933.0,2979.0,2927.25,2975.45,1235499
TATACONSUM,2023-11-06 05:30:00,2023-11,905.5,912.36,904.75,907.37,733260
RELIANCE,2023-11-06 05:30:00,2023-11,1166.15,1170.0,1162.8,1169.5,10647304
HCLTECH,2023-11-06 05:30:00,2023-11,1276.25,1279.5,1265.15,1269.7,1175823
JSWSTEEL,2023-11-06 05:30:00,2023-11,748.1,756.45,744.9,754.0,2782755
ULTRACEMCO,2023-11-06 05:30:00,2023-11,8539.0,8650.0,8521.2,8640.95,194715
POWERGRID,2023-11-06 05:30:00,2023-11,205.0,208.95,204.95,208.2,9804415
INFY,2023-11-06 05:30:00,2023-11,1393.9,1407.25,1390.8,1403.3,2736381
TRENT,2023-11-06 05:30:00,2023-11,2196.55,2245.5,2188.65,2233.2,537580
BHARTIARTL,2023-11-06 05:30:00,2023-11,934.2,940.7,930.0,939.2,2760800
TATAMOTORS,2023-11-06 05:30:00,2023-11,652.85,652.85,643.2,646.05,10801301
WIPRO,2023-11-06 05:30:00,2023-11,386.0,386.45,383.0,384.65,2469968
TECHM,2023-11-06 05:30:00,2023-11,1137.5,1144.8,1134.35,1142.15,572330
NTPC,2023-11-06 05:30:00,2023-11,235.35,237.2,234.55,235.85,5338605
HINDUNILVR,2023-11-06 05:30:00,2023-11,2515.0,2517.75,2491.1,2497.4,1338677
APOLLOHOSP,2023-11-06 05:30:00,2023-11,5141.05,5228.0,5127.5,5164.95,399720
M&M,2023-11-06 05:30:00,2023-11,1481.8,1492.2,1473.55,1488.3,1271868
GRASIM,2023-11-06 05:30:00,2023-11,1894.57,1928.88,1888.69,1911.1,289986
ICICIBANK,2023-11-06 05:30:00,2023-11,941.0,947.75,937.4,945.45,10338367
ADANIENT,2023-11-06 05:30:00,2023-11,2253.95,2260.0,2233.0,2246.0,770061
ADANIPORTS,2023-11-06 05:30:00,2023-11,801.5,806.25,799.3,802.5,2270316
BEL,2023-11-06 05:30:00,2023-11,136.95,138.0,136.0,137.65,7070089
BAJAJFINSV,2023-11-06 05:30:00,2023-11,1547.0,1566.0,1540.0,1564.4,917415
EICHERMOT,2023-11-06 05:30:00,2023-11,3454.9,3543.45,3437.45,3510.95,722080
COALINDIA,2023-11-06 05:30:00,2023-11,313.2,319.55,313.0,316.55,10340818
MARUTI,2023-11-06 05:30:00,2023-11,10339.0,10339.0,10252.0,10284.8,490459
INDUSINDBK,2023-11-06 05:30:00,2023-11,1463.0,1471.9,1456.0,1470.25,2090640
ASIANPAINT,2023-11-06 05:30:00,2023-11,2998.0,3034.05,2983.85,3029.3,620959
TATASTEEL,2023-11-06 05:30:00,2023-11,118.5,119.65,117.5,119.4,27883152
HDFCLIFE,2023-11-06 05:30:00,2023-11,622.1,626.3,619.4,621.8,1789823
DRREDDY,2023-11-06 05:30:00,2023-11,1060.0,1071.43,1056.64,1067.62,2847485
SUNPHARMA,2023-11-06 05:30:00,2023-11,1140.1,1151.0,1140.0,1150.0,1428537
KOTAKBANK,2023-11-06 05:30:00,2023-11,1744.0,1747.0,1732.0,1740.2,1186685
SHRIRAMFIN,2023-11-06 05:30:00,2023-11,2008.95,2012.4,1982.0,1991.5,1126831
NESTLEIND,2023-11-06 05:30:00,2023-11,2415.01,2439.05,2405.87,2428.96,742760
ONGC,2023-11-06 05:30:00,2023-11,190.2,194.2,189.55,193.3,8962124
CIPLA,2023-11-06 05:30:00,2023-11,1211.95,1217.0,1197.25,1204.1,1262938
BPCL,2023-11-06 05:30:00,2023-11,181.4,184.58,180.68,183.13,9072020
BRITANNIA,2023-11-06 05:30:00,2023-11,4554.9,4628.15,4546.05,4623.6,205763
SBILIFE,2023-11-06 05:30:00,2023-11,1335.0,1340.7,1323.4,1331.85,377106
HINDALCO,2023-11-06 05:30:00,2023-11,480.0,484.8,478.25,481.95,4294682
HEROMOTOCO,2023-11-06 05:30:00,2023-11,3110.0,3175.25,3095.7,3166.9,850503
AXISBANK,2023-11-06 05:30:00,2023-11,995.0,1016.2,993.1,1009.4,6552178
HDFCBANK,2023-11-06 05:30:00,2023-11,1498.0,1498.0,1483.0,1494.5,12796865
BAJAJ-AUTO,2023-11-06 05:30:00,2023-11,5380.0,5427.5,5377.1,5406.85,394137
SBIN,2023-11-07 05:30:00,2023-11,574.8,581.2,572.6,579.75,17923281
BAJFINANCE,2023-11-07 05:30:00,2023-11,7640.0,7640.0,7446.0,7495.6,1563007
TITAN,2023-11-07 05:30:00,2023-11,3274.0,3286.45,3250.2,3270.2,433992
ITC,2023-11-07 05:30:00,2023-11,434.9,434.9,432.15,432.7,5124012
